latent_feature_1,latent_feature_2,latent_feature_3,latent_feature_4,target
1.1581924,0.9093096,2.8455505,0.0,1
1.0657265,0.7036638,0.6048382,0.0,0
0.45014602,0.5769144,1.8381534,0.15811028,1
2.460122,2.0390196,2.8320844,0.0,2
0.91701424,0.9168678,0.64456016,0.0,1
0.31190026,1.2433574,1.5175848,0.0,1
0.0,1.6464715,0.78800714,0.0,2
0.82884544,1.5937381,2.4593582,0.0,0
0.40192503,1.3264344,0.5217899,1.1587511,2
1.6651485,2.5078387,3.0861626,0.0,2
0.38212204,1.0725266,1.3371282,0.0,1
0.9935513,1.1118516,0.010715257,1.2270118,2
17.295525,1.1632578,18.826748,0.0,2
1.4887726,2.5756164,2.9702227,0.0,2
0.86618775,1.0568324,1.1601192,0.0,1
3.9101367,0.0,5.452157,5.1889863,2
3.0988078,0.44505015,3.3802729,0.09238941,1
0.6015456,1.5597324,1.6137166,0.0,0
1.0499548,0.75174284,1.9989291,0.0,0
1.1326137,0.9856479,1.3280686,0.0,1
0.30785912,1.4168577,1.9152128,0.0,0
2.2450576,1.0238338,3.1762285,2.8251278,2
0.72415274,0.81034654,1.0017204,0.0,2
0.66849005,1.1395712,1.3745153,0.0,0
0.5284319,1.1063693,0.29742846,0.6562474,2
0.15788168,1.1280736,0.6937007,0.0,1
0.28810686,0.9067269,0.59247816,0.40702462,1
0.24673766,1.7652512,0.30019405,0.8925398,2
0.9347256,1.4099815,1.4142624,0.0,0
2.7383857,3.5275517,4.179245,0.0,2
2.5594792,1.0098541,2.9179866,0.0,2
0.65275216,0.8905794,1.0996169,0.0,0
0.52621925,1.1991599,1.274891,0.0,2
1.1497351,1.9456835,2.5068934,0.0,2
3.2539263,0.3984985,3.8806667,3.7238517,2
0.6486666,1.0188533,1.0028251,0.0,1
3.5391636,3.6794837,4.2981215,0.0,2
0.46404183,0.70831835,1.4568634,0.0,1
2.727038,1.4705942,3.8211472,0.0,2
2.0574837,3.1341543,3.583746,0.0,1
1.1301773,0.8400577,0.6760454,0.0,1
0.348175,1.6503639,1.6111945,0.0,1
1.0719694,0.5883137,1.1432383,1.1334904,2
0.915023,1.365057,1.8743563,0.0,1
0.7420429,0.66856194,0.958566,0.0,1
0.22769439,1.0560725,0.7780396,0.5346013,2
1.6969869,1.3468974,2.4176087,0.0,1
2.668644,0.0057693124,4.6410837,3.5589457,2
0.5106745,0.8350844,1.0201126,0.0,2
0.5853989,1.4964662,1.363247,0.29124284,2
1.7362235,1.7094479,2.0328267,0.0,2
0.5533049,0.86097765,1.5535563,0.0,1
0.41362023,0.8442116,1.6622423,0.0,2
0.896905,0.48828647,0.7559599,0.11262081,1
4.6332073,4.0652676,6.824688,0.0,2
0.6294767,0.8787202,0.43335158,0.8956846,0
0.53987,1.4474685,1.3554467,0.0,1
0.12012565,1.1597375,1.8285608,0.11251071,2
0.0,1.1092314,0.8839439,0.4493695,0
1.046883,0.97828376,1.2142376,0.0,1
2.980332,3.3801436,3.8326478,0.0,2
0.48317248,0.933056,1.1347638,0.44511282,2
0.4729098,1.752418,1.6252086,0.0,1
0.4677543,0.58961034,0.66672134,0.35874152,0
1.1982971,1.5529611,1.6407685,0.0,0
3.0676908,2.8582225,4.2592173,0.0,2
0.8346374,0.865529,0.88848823,0.0,0
1.2313803,1.8997421,1.4230484,0.0,2
1.7722113,1.0632874,0.94748867,0.0,1
0.5867278,1.0065491,1.9312102,0.0,1
0.07123715,1.0232388,1.2303911,0.1546319,1
1.0724369,1.5732148,1.8721145,0.0,1
2.3705544,2.765408,3.0254133,0.0,2
0.46677166,1.0828302,1.2600491,0.0,1
0.70536923,1.293979,1.6863,0.0,2
2.3136308,3.0918586,3.3519447,0.0,1
0.99435836,0.8643311,0.0122393835,0.8697623,2
0.42622793,1.2647665,1.6369636,0.0,2
0.071953595,1.2953477,0.4986108,0.19853914,0
0.15061134,0.88656867,0.7133433,0.29326588,2
0.33909172,0.9455496,0.80124134,0.0,0
0.0783748,1.146839,0.9456016,0.0,2
0.5742703,1.5288825,1.8849406,0.0,0
0.53255534,1.5933008,1.65762,0.0,1
0.39699864,1.3952627,0.30825725,0.7610351,2
1.7478561,1.5043688,2.1344101,0.0,2
5.8867674,2.7774417,8.402599,0.0,2
0.48985714,1.0135427,1.4180558,0.0,0
0.6136501,1.1044407,1.0359612,0.0,2
0.51080215,1.2903068,1.5894219,0.0,2
0.4103549,1.340652,1.4402195,0.0,2
0.0,1.2032788,0.74194086,0.25056025,0
0.59117913,1.5400345,1.7154177,0.0,1
0.7504004,1.4821672,0.34838375,1.9028212,2
0.48216808,0.7605465,0.6527307,0.0,0
4.0815706,0.22501636,4.881578,0.25343007,2
0.9797882,0.5229515,0.06933667,0.3794135,1
2.5423613,0.6519712,3.6467144,3.5455263,1
6.1699357,0.0,6.52943,0.96880823,2
0.0,1.8606119,1.193061,0.03664282,2
0.65546864,0.48845336,0.6848025,0.14224645,1
0.4604445,1.6402884,0.0,0.29084343,2
0.6371182,1.2959466,1.1255363,0.0,1
0.4462483,1.3701811,1.5037547,0.0,2
1.7756557,1.4441779,1.9068431,0.0,2
0.5403136,0.44653463,0.79433906,0.27777758,1
1.3992821,2.4544578,2.5177748,0.0,0
0.28761685,1.0604439,1.1575438,0.0,2
0.74260163,0.9371936,1.9075949,0.3896696,1
1.7968556,1.1884918,1.6247258,0.0,1
0.8484669,0.32226837,2.4191918,1.6980584,2
0.8467455,0.97045416,1.185402,0.0,1
0.922947,0.42033315,1.6677774,1.2900463,2
0.36733115,1.0318315,1.227242,0.0,1
0.91806144,0.78246284,1.7925835,0.0,1
1.1350846,1.3430445,1.8666868,0.0,2
1.0393434,0.8801624,0.9126706,0.0,1
0.05406028,1.1669865,0.6900304,0.39908028,0
2.9006386,0.7516064,3.7753968,0.0,0
0.3216039,1.5243173,1.8557894,0.0,0
2.462739,0.024433196,2.685407,0.46445304,2
0.71208835,1.8403208,1.6066264,0.0,1
0.69404465,0.65281487,1.0118643,0.0,1
0.45896608,1.0960209,1.5756034,0.0,1
0.73196185,0.8308778,1.730234,0.0,1
0.49072695,1.5782495,1.9247802,0.0,2
1.5831652,0.04027325,1.829554,0.47479934,0
0.4735998,1.5020125,0.30749997,1.11588,2
0.3521859,1.235693,1.4113158,0.0,2
0.91808385,1.1036422,1.1962308,0.0,0
0.3951571,1.3339541,0.35044202,0.7623173,2
1.41261,1.0133907,1.4213386,0.0,2
0.97098804,1.349973,1.6786443,3.0866666,2
2.2118025,1.6306539,1.9335208,0.0,2
0.33810812,1.4070876,0.3960549,0.8242608,2
0.78764087,0.86401176,1.3162632,0.0,1
3.338523,1.0740818,6.0429573,0.0,2
2.227151,0.76479346,2.4599028,2.5425515,2
0.5399392,1.53845,2.207595,0.0,1
1.4879966,1.6551275,2.6591947,0.0,0
0.525334,0.8299782,0.6120329,0.0,0
0.75342,0.9178817,1.3044089,0.0,1
0.21951884,1.5124426,1.956459,0.0,2
0.607783,1.1568391,1.4225492,0.0,1
0.5994793,0.64132047,1.042274,0.276644,1
0.44514734,0.9982541,1.476473,0.0,1
1.5392988,0.41006517,1.769229,0.1629539,0
1.0876852,1.346966,1.874647,0.0,0
0.28825116,0.82268643,1.1502513,0.1768623,2
0.50841135,1.4544742,1.4438936,0.0,1
1.6315602,2.7697144,4.1932526,0.0,2
0.2342276,1.0564606,0.95782095,0.0,0
0.32294226,0.8104285,0.8874078,0.08883039,0
2.2709105,0.41352877,2.8131557,0.14124744,0
5.615444,0.7245162,7.513233,6.7261972,2
0.8383439,0.9445573,0.79407585,0.0,1
0.47293693,0.94438934,1.1572391,0.0,1
1.2871343,0.42521277,0.9753187,0.1561422,1
0.80101866,1.1177057,1.2820373,0.0,1
0.61711365,0.7771846,1.1513258,0.0,0
2.9422548,0.097937346,3.3063147,4.1045666,2
0.7535484,0.9438113,1.3993602,0.0,2
1.2141249,1.3440717,1.4730052,0.0,2
1.9876349,0.6134325,3.5864565,2.2138894,2
31.328001,0.0,25.394117,6.895325,2
0.34633547,1.3446158,0.5080512,1.0089446,2
4.0012603,2.3304882,6.190729,1.8669479,2
1.1035532,0.9760387,1.4837178,0.0,1
0.57901,1.2615457,1.5773088,0.0,1
3.7455788,1.7786872,5.604549,0.04426132,2
0.47726882,1.0792449,1.718638,0.0,2
0.3796608,1.5225968,0.26607585,0.80644494,2
3.2758174,3.7250621,3.9772778,0.0,2
1.6861436,1.7916915,2.3048065,0.0,2
1.1754405,0.3618194,1.9740276,1.676796,2
0.72570145,0.81851065,0.8664295,0.0,1
0.23822808,1.6950173,1.7343876,0.0,0
0.55174935,0.6376273,1.0027139,0.0,1
0.9111288,0.8979878,1.318818,0.0,0
0.6956291,0.64459646,1.0542067,0.0,1
0.71053684,0.6977912,1.3388789,0.0,1
1.2964495,0.92847514,1.2464377,0.0,1
1.1738929,0.74513936,1.3606336,0.0,1
0.7155143,0.82383525,1.0327178,0.0,2
0.23411292,1.5447865,1.6030562,0.0,2
1.7600572,1.0204369,2.651487,1.8133594,2
0.57331383,0.9389981,0.30385217,0.5427572,0
2.8010936,1.7827368,3.5133274,3.2224364,2
0.3994186,1.5960498,0.41289565,1.2997063,0
4.666519,2.8530788,7.283736,0.0,2
0.40364045,1.2117314,0.49152896,0.92625934,0
0.5211393,0.79943144,1.1241614,0.0,1
0.29060745,2.238402,0.06236543,1.1596869,2
1.208926,1.1506135,1.5582328,0.0,0
3.0483298,1.1047591,5.100571,3.4870331,2
0.6304102,1.2059772,2.799018,0.0,2
3.0629168,0.03412938,3.4947107,4.3171473,2
0.30019218,1.3182075,0.83014506,1.5823954,0
0.9854384,1.6720855,1.5953215,0.0,1
0.18268591,1.0842636,1.7296796,0.0,0
0.5690997,1.150465,1.5559226,0.0,1
1.8489662,1.8146942,1.0915141,0.0,1
0.3450793,1.6075113,1.5910767,0.0,2
5.6753793,1.3286998,6.5607576,6.0997853,2
1.89024,2.908553,3.305892,0.0,2
1.8596967,1.1306151,3.2059064,0.0,0
1.3418264,1.7633846,2.0155077,0.0,0
0.926805,0.4156993,1.0845547,0.17488296,1
0.8345731,1.9697158,2.4103966,0.0,2
1.2419829,1.5236108,1.8684295,0.0,2
0.61043113,0.7912582,0.9524237,0.0,0
0.23777157,1.1853094,0.5856516,0.6683718,2
0.88599163,1.7701967,0.061828326,2.0273528,0
2.4963849,2.4441812,2.2287703,0.0,0
1.024208,1.6158528,0.79657036,0.0,2
0.42821443,0.987303,1.2888721,0.0,0
0.63887346,1.4610107,1.4781193,0.0,2
0.5690608,1.4673986,1.9374639,0.0,0
0.37030852,1.4738953,1.5613267,0.0,2
1.9066699,2.8356822,2.9613822,0.0,2
0.7191036,0.5050704,0.80946946,0.103239916,1
0.5438081,0.82049,1.203764,0.0,1
0.35958505,1.381202,0.29303372,0.60806644,2
0.049518883,0.95945454,0.7786689,0.2846425,1
0.86702734,0.37556413,1.8659552,1.447956,2
3.407186,0.0,3.9050913,4.525557,2
36.182526,2.3466628,29.61177,15.271131,0
0.47469288,1.6224954,0.43768206,1.5914785,1
9.314454,0.0,9.923428,0.47143197,2
0.30562466,1.1579015,1.492076,0.0,0
0.7044468,1.0643767,1.1216775,0.0,1
0.69222474,0.89482385,0.92719376,0.0,1
1.1959673,0.51183677,1.8232867,1.6026531,2
0.35196072,1.5165284,1.5737795,0.0,1
0.65674746,1.2472823,1.1508573,0.0,0
1.1140549,0.48508066,1.8070703,1.5037459,2
0.8232921,1.665355,0.21988373,2.0694354,2
1.0740049,0.6917455,1.3473868,0.0,1
0.23239398,1.0722663,0.6652379,0.66966337,2
1.7982737,0.35129106,2.139254,0.2061632,1
2.471823,3.2297308,3.4517286,0.0,2
3.7264528,0.71099204,5.2807055,4.3020434,2
0.7327596,0.6192619,1.3778259,0.008343086,1
1.2271948,1.2209924,1.1050111,0.0,2
0.0,2.0539577,0.5552835,0.12285931,2
2.0325842,0.25470287,3.321798,3.0914817,2
0.6373677,1.1337832,1.4905821,0.0,2
0.9154738,1.4959028,0.0,1.5518855,1
1.1141773,0.56096125,0.78144515,0.045224667,0
2.9058847,3.3147104,3.3449135,0.0,2
0.25561816,1.1254463,1.4677469,0.0,1
1.0113479,1.2368467,0.0,1.396785,2
0.7137906,1.2682045,1.4012398,0.0,1
1.8081886,2.2734928,2.232852,0.0,2
1.0169609,0.32053208,1.1593211,0.25319135,1
0.60974514,1.1995273,1.5631125,0.0,2
0.39795792,1.0738604,1.550129,0.0,2
16.099327,0.0,14.494554,2.7399073,2
0.82873166,0.8978047,1.0688417,0.0,1
0.4895952,1.0216407,1.2180736,0.0,2
4.2286077,1.9885688,5.142539,3.5296807,2
1.3292646,1.8114278,1.6848885,0.0,2
2.9912634,0.17978007,3.4561756,3.7119114,2
1.2102215,2.244795,2.4351969,0.0,2
0.6359443,1.1707451,1.5115926,0.0,2
0.8178961,0.36798716,1.3371776,0.24854156,2
0.94387555,0.96627855,0.73588127,0.0,1
0.5267904,1.3819938,1.8892187,0.0,0
0.628586,0.6897328,0.9894369,0.0,2
10.689654,0.8890746,11.981529,0.0,2
2.4747062,0.32723644,3.103842,0.20927612,0
3.0484576,0.6765083,6.155137,3.9790854,2
0.457269,1.5168912,1.574499,0.0,2
0.5042058,1.4723597,1.7917272,0.0,2
0.83777976,0.45793104,1.1282666,0.14120972,0
0.43911302,1.3205965,1.4572299,0.0,0
0.475069,0.9576981,1.3834045,0.0,1
0.5736803,1.2199292,1.5446388,0.0,2
0.7341045,0.4707426,0.954446,0.13313594,1
2.6256022,2.4620633,4.569179,0.0,2
0.5196446,1.4390037,0.31520787,1.1613265,0
0.16038507,1.3560103,0.57885593,0.7009917,2
0.7802669,0.7515297,3.1184921,0.0,2
2.144803,2.493873,3.346317,2.1303065,2
2.5469117,0.98035103,3.5867193,2.6430023,2
0.82474875,0.41545245,1.0188599,0.17765856,0
0.4627003,0.60476094,0.7655515,0.19899668,0
0.17579591,0.75500065,0.98646325,0.3462287,1
0.32144117,0.9161368,0.96557385,0.0,2
2.626068,2.2635586,5.3099685,0.0,2
1.244802,1.5039062,1.9188673,0.0,2
1.0049129,0.4824668,0.57144445,0.11351834,1
0.77431685,0.666055,0.95351446,0.0,1
7.317836,0.0,6.7137284,1.194227,2
0.6162091,0.522341,1.0156606,0.09260464,1
2.0535872,2.7135966,3.6552534,0.0,2
4.160167,2.9452353,4.149942,4.4593387,2
0.76759535,1.2621459,1.2633446,0.0,1
2.5802183,2.9241838,3.1453192,0.0,2
0.91143334,0.99078614,2.3716352,1.195759,2
0.5830815,1.1294618,1.4531097,0.0,2
0.58505535,0.9880094,1.28037,0.0,0
1.3488832,0.52593994,1.0835519,0.06982111,2
5.171944,0.0,5.520628,0.5558713,0
0.8329157,1.2339395,2.590821,0.0,1
0.49307573,0.8104448,0.69464564,1.0336974,0
2.9219453,3.4264007,3.4273498,0.0,2
0.83980054,1.201871,0.8908846,0.0,0
1.7015846,1.8055604,2.1467814,0.0,0
0.82387614,0.423653,0.7370752,0.16944298,1
1.428514,0.43491954,1.0691636,0.14434814,1
2.6599216,2.9852943,3.1171455,0.0,2
1.316998,1.6167057,1.9404461,0.0,1
0.9468598,1.8790746,2.1986065,0.0,2
0.6950801,1.3240021,1.2237924,0.0,1
0.013298929,1.5403624,0.67748666,0.81138176,2
2.048792,0.34179083,2.1532826,0.2072269,2
3.5846257,3.5099087,4.7279277,0.0,2
4.202044,0.0,5.6540995,5.457087,2
0.46632463,1.3761458,0.43058854,1.1923754,2
1.3858614,0.37951034,1.1932454,0.19297457,1
0.47560585,1.3928125,0.34546635,1.0474154,2
0.586606,0.52666384,0.74565613,0.18268897,1
1.1793778,1.5198803,1.479571,0.0,2
0.30645776,1.4475238,1.558121,0.0,1
0.6123768,1.6097348,2.0543718,0.0,1
0.6983266,1.0094042,1.0702207,0.0,2
0.31680316,1.1933196,0.7477662,1.2553257,2
1.1326883,1.8746831,2.251715,0.0,2
0.97255695,1.6512511,1.8054274,0.0,2
1.8387072,2.1870866,2.2564657,0.0,1
0.5343514,1.210027,1.7884339,0.0,0
2.7193282,1.0310056,3.159905,0.0,2
0.39922726,1.2541088,1.5977154,0.0,1
0.343776,1.7285185,0.43137857,1.3905847,0
17.266985,0.20920664,17.817575,0.0,2
0.8831239,1.0016108,1.2353749,0.0,0
1.0041388,1.1123977,2.6264987,0.0,2
1.7358395,2.5100658,2.6874597,0.0,2
0.36608738,0.93754715,0.4291861,0.0,2
0.25899208,1.323314,1.5078664,0.0,1
0.39060062,0.9447238,1.2492411,0.32592478,2
0.5024092,1.3992636,1.4171199,0.0,2
0.21652818,1.4492676,1.7305695,0.0,2
4.6834807,0.4073531,6.5835156,5.339533,2
3.761034,1.7898595,5.3644567,0.0,2
1.4471918,1.6363113,2.1567914,0.0,2
3.34481,4.035839,5.722862,0.0,2
0.43004578,1.4461164,1.599885,0.0,2
0.930053,1.4707172,0.9802505,0.0,1
0.60706437,1.5228848,2.2076058,0.0,2
1.1186279,1.2868586,0.0,1.4062065,2
1.0823839,0.9375959,1.9797639,0.0,1
0.39983988,1.2763212,0.81837046,0.0,0
0.96715873,1.3014841,1.3583438,0.0,1
0.44424206,0.7164222,1.6405938,0.0,2
3.992838,2.3055146,6.418444,0.0,2
0.7210566,1.047807,1.3943821,0.0,2
0.89665604,1.5791492,0.14184208,1.9571785,2
0.3019675,1.6748176,2.3148463,0.0,2
0.34212512,1.4230535,1.9265202,0.0,2
0.6466223,0.9617598,1.1711538,0.0,0
0.6282754,0.6033497,1.2239919,0.023946464,1
1.0076092,2.001103,2.1939883,0.0,2
1.345127,1.5374475,2.257957,0.0,2
0.6182654,1.8357983,0.1601002,1.647734,2
0.15122503,1.3270361,0.7125247,0.93866014,2
5.3461447,3.5505788,7.3734136,0.0,2
8.759495,1.0401806,8.540677,0.0,2
2.2404985,2.0651221,4.0895243,0.0,2
3.2267928,3.2091227,3.7636888,0.0,2
0.8661393,1.3062024,1.2685262,0.0,2
31.414297,0.0,25.384644,7.7212095,2
0.011252046,1.2434337,0.7276481,0.28555167,0
0.8109411,0.7181783,1.0366093,0.0,0
0.2749651,1.4750526,1.5928499,0.0,2
1.430635,1.1019416,2.3111317,0.0,1
0.7772385,0.36919916,0.7475698,0.21701618,1
1.4386098,1.9648302,2.3875775,0.0,2
0.91349703,1.7910368,1.9527602,0.0,2
1.1541109,1.8711212,1.7981504,0.0,2
0.307881,0.90750575,0.8511963,1.0483444,2
0.9473131,0.8736868,0.8116012,0.0,2
0.7635827,1.0167756,0.2666014,1.0690297,0
2.4779449,3.4158041,3.6007946,0.0,2
6.0461864,0.5268132,5.857707,6.385641,2
0.67799836,1.1197987,1.3581074,0.0,0
0.38005948,1.0504649,0.50651634,0.6623662,0
8.37124,2.1802664,10.631247,0.0,2
1.6545577,2.5492332,2.8924425,0.0,2
0.542295,1.436265,1.3906199,0.0,2
0.42770052,1.4617908,1.6829656,0.0,2
0.52093315,1.1333532,0.6633798,1.508672,2
2.1293728,0.82072455,2.8669012,2.6063383,2
1.0094261,1.3567287,1.7131644,0.0,1
0.56070805,1.7065892,1.7820714,0.0,0
0.76550144,1.3779988,0.9755955,0.0,2
0.65144265,1.3458401,1.7151041,0.0,1
2.8678126,3.5120215,3.8985517,0.0,2
0.51255393,0.6849646,0.6130789,0.074329555,1
1.0841956,1.4656866,1.4999409,0.0,1
0.4616117,1.3995435,0.38102612,1.1016185,2
0.05912006,1.3819796,0.67556983,0.6945472,0
0.4858329,1.0515299,1.2604762,0.0,1
1.866046,2.5680096,2.707195,0.0,1
0.6803179,0.6343423,0.94402194,0.0,1
5.812359,0.0,5.3455853,1.1407899,2
0.4311424,0.7343787,1.605252,0.0,2
0.41936207,1.0168123,1.2305357,0.0,0
4.849706,3.5794475,8.833076,0.0,2
0.5910623,1.812166,0.43201575,2.160583,2
0.68848234,1.2003305,1.1219292,0.0,1
0.5740571,0.757588,0.8789277,0.21093397,2
0.4243936,0.8523839,1.0766736,1.026556,0
4.1881337,1.8098586,5.4146085,1.3012414,2
1.8776963,3.1958764,3.6103919,0.0,2
0.5137837,1.0608997,1.1494876,0.0,1
0.6326157,1.2401047,1.41615,0.0,1
1.7909217,0.90682375,2.26618,0.0,2
2.4709144,3.3711753,2.9739554,0.0,0
1.0816754,1.2622123,2.2096398,0.0,2
0.7455601,0.7789281,0.8252756,0.0,1
1.4487215,2.3657591,2.143398,0.0,2
0.52448773,1.1311939,1.4720058,0.0,2
1.0170933,0.94388753,1.1524059,0.0,1
0.49811074,1.056253,0.6662779,0.0,0
0.54867136,0.85757726,0.6230095,1.0850508,0
0.32553774,0.6885972,0.9255579,0.9427372,0
0.7377171,1.1159941,1.5996891,0.0,0
0.18551296,1.3382812,1.8440549,0.0,2
0.97985375,0.56110406,1.3547976,0.050962567,0
0.31994307,1.2764153,1.6254923,0.0,2
3.224433,1.2919378,4.231159,3.0466282,2
0.41076946,1.4740443,1.6618263,0.0,0
0.2950669,0.9176418,1.0669273,0.0066023767,1
0.25114143,0.69595325,1.4043235,0.048161656,0
1.0166054,0.4144851,1.15579,0.1726913,1
3.3497868,3.6783175,4.1614065,0.0,2
0.9549615,1.6157863,0.0595252,1.9759293,2
0.54469424,0.69434214,0.9915121,0.023942739,0
0.77118206,0.6419832,0.7329329,0.0,0
0.399522,1.022477,0.5822008,0.7354984,2
0.65276694,0.4235601,1.2497219,0.17665441,2
2.2297177,0.63657063,4.0166497,0.0,0
0.90568995,1.4090774,1.7841662,0.0,2
0.8843698,1.0947073,0.6409651,0.0,1
0.54081166,1.0555849,0.61563575,1.3379936,2
2.3056068,2.1237233,2.6968045,0.0,0
0.8517538,0.27464333,1.0933738,0.296424,1
1.7410934,0.72916055,2.4686317,0.079113975,2
0.8763777,0.7429912,0.7093318,0.0,1
0.2262122,1.1945039,0.9335163,0.0,1
0.6986902,1.2224004,0.88431317,1.6001018,0
1.0428016,1.7694991,2.0756485,0.0,2
0.696294,0.80251265,1.8610793,1.120508,1
2.6149774,3.1424272,3.3584857,0.0,2
0.8313638,0.577767,0.95393836,0.03942728,2
0.5285944,1.2921927,1.5444117,0.0,1
0.8010231,1.2139658,0.19613041,1.2955705,2
1.0823712,1.513844,0.53901315,0.0,1
0.6308962,1.1519752,1.1332883,0.0,0
1.340905,1.9159861,2.4507523,0.0,1
0.72601986,1.8936892,2.1562655,0.0,2
0.392726,1.4978619,1.9097093,0.0,1
0.5771196,0.85558283,1.3628044,0.0,1
0.5481241,0.5754684,1.1946745,0.0503266,1
0.4564175,1.0688558,1.5470431,0.0,0
0.47206873,1.3367597,1.3780888,0.0,2
1.008106,1.365931,1.4911991,0.0,1
0.2627207,1.2390921,1.2385291,0.0,2
0.14024669,0.690161,1.0526465,0.12197918,2
0.39567542,1.1743917,1.417792,0.0,1
1.2953932,0.46893132,0.9077811,0.11871135,1
0.20975858,1.1943805,0.26134774,0.0,1
1.3954654,0.33549896,2.8196316,2.1331394,2
1.5831352,0.49776775,2.822505,0.08979981,2
2.141013,1.3253362,2.5809546,2.2674212,2
0.7713109,0.7784028,1.0181093,0.0,1
0.77964455,0.64512944,1.2028122,0.0,0
0.7263723,1.1300688,1.5977179,0.0,1
0.61022687,1.2429159,1.1558297,0.0,0
0.44987172,1.6487489,1.7690446,0.0,0
1.4334009,0.16597973,2.0826864,2.0429904,2
0.0,4.524816,0.13528799,1.1861414,2
5.1581225,1.8940613,5.898946,6.542779,2
0.65375185,0.9086792,1.1130048,0.0,1
0.533,1.0812774,1.5952342,0.64859927,2
1.4768502,2.3726897,2.7442608,0.0,1
1.9647223,2.5331595,2.826274,0.0,2
0.96559274,0.9890195,2.1069012,0.0,0
5.452475,0.2502913,6.3516912,6.9948535,2
0.4338292,0.6627116,1.1780776,0.0,1
0.5670382,0.9421386,1.0804132,0.0,1
0.45046544,1.5520039,1.5520929,0.0,1
1.306151,1.9583683,2.3583593,0.0,2
2.7985358,3.4509974,3.9728339,0.0,2
0.5713835,0.43133196,1.0744492,0.22002664,1
1.9995525,2.4698534,3.3095016,0.0,2
0.6719583,1.081285,1.0432847,0.0,1
0.047397435,1.5429108,0.5604636,0.6379849,2
0.118252516,3.4309967,0.0,2.0625079,2
0.64232117,0.94866467,1.1822612,0.0,0
0.8299557,1.3783324,1.6337227,0.0,1
1.7534411,2.3218973,2.6351812,0.0,2
0.66346383,0.8290918,1.4770403,0.0,1
1.1930321,1.2129166,1.5327177,0.0,0
1.7063577,2.2122016,2.1911614,0.0,1
2.8419719,0.7981309,3.7140243,3.0381286,2
0.30950165,1.0268674,1.8671578,0.0,1
0.74952614,0.5801991,0.85425895,0.038744748,0
1.1257071,1.172452,1.6157607,0.0,1
1.1075531,1.5818446,1.5795724,0.0,0
0.47112924,0.90318716,1.4261291,0.0,0
0.89518195,1.4922554,0.0,1.1785274,0
10.390608,0.0,10.086196,1.5409043,2
1.7690885,0.91781145,2.901727,1.9407684,2
1.4402708,0.685799,2.3742201,0.0,0
0.13232875,1.3147951,0.46318963,0.3041763,2
0.32875186,1.4560206,1.63841,0.0,0
0.52614045,1.03516,0.22958076,0.3915426,2
5.4353395,0.0,5.222903,0.9184749,2
0.5784359,1.2152791,2.0681813,0.0,2
0.62300813,1.3768548,0.4898892,1.7375824,0
0.6079205,0.7236396,0.9638013,0.0,1
0.6897888,1.0414827,0.9555401,0.0,0
1.7968326,2.725237,3.0071254,0.0,2
0.5746114,0.95014197,1.0965552,0.0,1
0.81495976,0.3193258,1.2141051,0.2596412,0
3.7291245,2.2569647,3.5192215,3.952321,2
0.46348417,1.1297823,1.3438789,0.0,2
0.5251577,0.76282096,1.2736726,0.0,1
5.703539,4.119458,9.196109,0.0,2
0.95755744,0.8251574,0.765414,0.0,1
2.7560687,3.2555137,3.6609378,0.0,0
1.849664,2.0133908,2.5019267,0.0,2
2.5253649,0.24880458,3.659922,0.95729256,0
0.82331336,1.769192,2.09814,0.0,2
0.5357173,0.87845933,1.0328639,0.0,1
1.2776657,0.32147038,1.151398,0.2447589,1
1.454184,0.570091,2.632506,0.03230469,0
0.40580255,0.95992166,1.0234206,0.0,1
1.8013154,0.20605108,1.2149842,1.5863839,2
16.435333,0.0,16.82011,1.367084,2
0.75986636,0.5941926,0.70333356,0.07697119,0
0.41717416,1.3783066,1.7664651,0.0,0
0.32076073,1.2488669,0.63854456,1.098632,0
0.9378323,1.0419656,1.7323912,0.0,0
0.94298774,0.6181686,0.8057122,0.0010933429,0
0.04095,1.4418418,0.64680433,0.6693986,0
0.597577,0.84261304,0.78925234,0.45070195,2
1.1149421,0.72199166,1.1322732,0.0,1
0.7422987,1.0211606,1.0683603,0.0,0
0.89601624,1.1664135,1.155174,0.0,0
0.14750409,1.145701,0.61599314,0.44354534,2
1.1647422,1.6924789,1.7741284,0.0,1
1.5893922,1.8003471,1.1457695,0.0,0
0.2957108,1.3123372,1.8477142,0.0,0
3.809537,0.0,4.738324,5.3686543,2
1.2891594,0.63014007,2.1204126,0.0,2
1.0416933,1.1585283,1.2621933,0.0,1
0.63399696,1.3639692,1.2486879,0.0,1
16.934471,0.5504223,18.528912,0.0,2
3.250412,1.1109438,4.4425063,3.5535696,2
0.0,1.9535799,0.9799654,0.07223367,2
1.1478602,1.9145591,2.089416,0.0,2
2.020471,1.7584445,2.2755,0.0,2
13.63089,2.207753,14.791138,0.0,0
0.750149,0.551343,1.0094837,0.06441714,0
0.3796044,0.5865433,1.0498393,0.41473925,2
1.5118215,1.3018919,2.7720368,0.0,2
1.8502544,0.20923394,3.7020657,2.6120658,2
2.8803406,1.1553625,3.505336,0.0,2
0.42030978,1.0411854,1.6315573,0.037559107,0
1.079808,0.98993045,1.6007102,0.0,0
1.4881445,2.2516286,2.5191922,0.0,2
0.9237595,0.96608937,0.854423,0.0,2
0.740126,1.0407082,1.3004171,0.0,0
